ANNOSCOLASTICO,CODICESCUOLA,CODICEEDIFICIO,SUPERAMENTOBARRIEREARCH,ACCESSORAMPE,SCALENORMA,ASCENSOREDISABILI,PIATTAFORMAELEVATRICE,SERVIZIIGIENICIDISABILI,PORTELARGHEZZADISABILI,PERCORSIINTERNIDISABILI,PERCORSIESTERNIDISABILI,ALTRIACCORGIMENTIDISABILI
201718,PARH01450C,0820104849,SI,SI,NO,SI,NO,SI,SI,SI,NO,-
201718,MEEE88304N,0830493949,SI,NO,SI,SI,NO,SI,SI,SI,SI,-
201718,LCRI00301L,0970232061,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,CEMM88601X,0610780789,NO,-,-,-,-,-,-,-,-,-
201718,RCEE80206Q,0800280086,SI,SI,SI,NO,NO,SI,SI,SI,NO,-
201718,PAEE8AT034,0820534736,NO,-,-,-,-,-,-,-,-,-
201718,ISAA83301E,0940240050,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,PDAA8AA022,0280653254,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,VIEE85903P,0240910542,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,LCEE80504N,0970430544,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,LEPM01101L,0750162200,SI,SI,NO,NO,NO,SI,SI,SI,NO,-
201718,PVAA800089,0180490119,SI,SI,SI,NO,NO,SI,SI,NO,SI,-
201718,MOEE840037,0360230113,NO,-,-,-,-,-,-,-,-,-
201718,VEEE81603D,0270020628,SI,SI,NO,NO,SI,SI,SI,SI,NO,-
201718,BSEE830039,0170960160,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,RMEE30704G,0580720809,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,LTIS02300N,0590090228,SI,SI,SI,NO,NO,SI,SI,SI,NO,-
201718,MITD51000Q,0152211616,NO,-,-,-,-,-,-,-,-,-
201718,RMVC060009,0580911535,SI,SI,NO,NO,NO,SI,SI,SI,NO,-
201718,LUAA81702G,0460135001,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,FEIS011004,0380080219,NO,-,-,-,-,-,-,-,-,-
201718,PAAA117034,0820484852,SI,SI,NO,NO,NO,SI,SI,SI,SI,L`edificio ¿ privo di scale in quanto ¿ composto dal solo pianoterra
201718,RMEE8GW017,0580910329,SI,SI,SI,SI,SI,NO,SI,SI,SI,-
201718,PZIS02600G,0760570510,SI,SI,NO,NO,NO,NO,NO,SI,NO,-
201718,PIAA83502C,0500310007,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,MIAA8FN013,0151820083,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,MNEE821035,0200560211,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,NAEE142013,0630351556,SI,SI,NO,NO,NO,NO,NO,SI,SI,-
201718,PRMM82901L,0340270072,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,SIEE806027,0520280004,SI,SI,NO,NO,NO,SI,SI,SI,NO,-
201718,CSEE84003R,0781350941,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,TEEE83802C,0670050195,SI,SI,SI,NO,NO,SI,SI,SI,NO,-
201718,CREE825037,0190120155,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,PSMM822019,0410100285,SI,NO,SI,NO,NO,NO,NO,NO,NO,-
201718,CTPS06000E,0870150522,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,CHAA03401R,0690410083,NO,-,-,-,-,-,-,-,-,-
201718,CSAA885024,0780291100,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,PGAA86402Q,0540390001,SI,NO,SI,NO,NO,SI,NO,NO,NO,-
201718,UDEE827027,0300780002,SI,SI,SI,SI,NO,NO,SI,NO,NO,-
201718,BOEE805043,0370280292,SI,SI,SI,SI,NO,SI,SI,SI,NO,-
201718,CAIC879009,0921090925,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,RMAA8F7028,0581110868,NO,-,-,-,-,-,-,-,-,-
201718,LTAA84303N,0590240102,SI,SI,NO,NO,NO,NO,SI,NO,NO,-
201718,CLAA83104X,0850072952,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,VTMM80302G,0560180153,NO,-,-,-,-,-,-,-,-,-
201718,MISL04401L,0151181574,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
201718,SAEE84601V,0650340882,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,NAAA8F7018,0630630134,SI,SI,NO,NO,NO,SI,NO,SI,SI,-
201718,NAIC8B1002,0630490643,NO,-,-,-,-,-,-,-,-,-
201718,RMIC869002,0580910955,NO,-,-,-,-,-,-,-,-,-
201718,NUEE86302B,0910060130,SI,NO,SI,SI,NO,SI,SI,NO,NO,-
201718,CHMM84201V,0690580372,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,ARAA818013,0510180004,NO,-,-,-,-,-,-,-,-,-
201718,BGEE8AE01L,0162190414,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,PDIC86300R,0280643389,SI,SI,NO,NO,NO,NO,SI,SI,SI,-
201718,AGAA034033,0840413404,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,NAEE8AF01L,0630490031,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,RMPS27000D,0580911429,SI,SI,NO,SI,NO,NO,NO,NO,NO,-
201718,SAIS07100N,0650020500,NO,-,-,-,-,-,-,-,-,-
201718,BSEE858024,0170650557,NO,-,-,-,-,-,-,-,-,-
201718,SIPS03000E,0520320005,SI,NO,NO,SI,SI,SI,SI,SI,SI,-
201718,NOAA01509X,0030240010,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,MIEE8DY03L,0151462732,SI,SI,SI,NO,SI,SI,SI,NO,NO,-
201718,RMEE8CK03G,0580911252,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,MIMM89702Q,0150711194,SI,SI,NO,SI,NO,SI,SI,SI,NO,-
201718,PACT70200A,0820534736,NO,-,-,-,-,-,-,-,-,-
201718,ALTN00301A,0060010011,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,SSAA820068,0900160580,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,NAMM8FP01C,0630060976,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,PZVC050002,0760800491,SI,SI,NO,NO,NO,SI,NO,SI,SI,-
201718,FGPS08000E,0710200908,NO,-,-,-,-,-,-,-,-,-
201718,ANEE82301X,0420270819,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,PZEE82001E,0760560279,SI,SI,SI,SI,NO,SI,SI,SI,SI,solo al P.T. e al P.1 necessita di un elevatore
201718,FRTF00601R,0600101848,SI,SI,SI,NO,NO,NO,NO,SI,SI,-
201718,PAIC84200X,0820233841,NO,-,-,-,-,-,-,-,-,-
201718,CBEE84606X,0700030187,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,SVPM01000X,0090560186,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,PVIC80300L,0180350271,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,BNIC85400A,0620431751,NO,-,-,-,-,-,-,-,-,-
201718,TPAA81203E,0810012805,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,RCMM839047,0800391084,SI,SI,NO,SI,NO,SI,SI,SI,SI,-
201718,LTAA846046,0590110006,SI,SI,SI,NO,NO,NO,SI,SI,SI,-
201718,CLEE010045,0850073771,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,RIAA819017,0570070101,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,CZTF010008,0790231132,SI,NO,SI,SI,NO,SI,SI,SI,NO,-
201718,BOMM838016,0370440949,NO,-,-,-,-,-,-,-,-,-
201718,CEAA04602B,0610530001,SI,SI,NO,NO,NO,NO,SI,NO,NO,-
201718,PEAA83601X,0680280002,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,BOAA05602N,0370080007,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,ISIC815004,0940170141,NO,-,-,-,-,-,-,-,-,-
201718,VRMM878019,0230913588,SI,NO,SI,SI,SI,SI,NO,NO,NO,-
201718,LUEE84201C,0460215002,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,ALAA810012,0060170001,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,RMMM870028,0580991280,SI,SI,SI,NO,NO,NO,NO,NO,NO,-
201718,SAAA8A406B,0650022067,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,AVMM81802D,0640780001,NO,-,-,-,-,-,-,-,-,-
201718,ANAA83601R,0420080656,SI,SI,NO,NO,NO,NO,SI,NO,NO,MANIGLIONI ANTIPANICO
201718,COTD00201N,0131430567,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,FORF03000N,0400070469,NO,-,-,-,-,-,-,-,-,-
201718,RMIC8G6005,0580910401,SI,SI,SI,SI,NO,SI,NO,NO,NO,-
201718,CSAA81104L,0780440168,SI,SI,NO,NO,NO,NO,SI,NO,NO,-
201718,FRIC821006,0600110295,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,NOMM81401V,0030180001,SI,NO,SI,SI,SI,SI,NO,SI,SI,-
201718,TOAA857036,0011970004,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,NAIC8FM00X,0630492115,NO,-,-,-,-,-,-,-,-,-
201718,ALEE818074,0061630001,SI,SI,NO,SI,NO,SI,NO,SI,SI,-
201718,SSEE834016,0900060190,SI,SI,NO,NO,SI,SI,SI,NO,NO,-
201718,MIEE8EV01N,1080540722,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,UDEE84105L,0301290058,SI,SI,NO,SI,NO,SI,SI,NO,NO,-
201718,AOEE011010,0070549200,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,CAEE839033,1110671354,SI,SI,SI,SI,NO,NO,SI,SI,SI,-
201718,PGIS03300A,0540391112,NO,-,-,-,-,-,-,-,-,-
201718,RGMM809014,0880063153,SI,SI,SI,NO,NO,NO,NO,SI,SI,-
201718,CNAA82101R,0041330004,SI,SI,-,-,-,-,SI,-,-,-
201718,BNIC812008,0620600002,NO,-,-,-,-,-,-,-,-,-
201718,CAEE891012,0920800518,SI,SI,SI,SI,NO,NO,SI,SI,SI,-
201718,PGTE01000A,0540392602,NO,-,-,-,-,-,-,-,-,-
201718,MSRI006023,0450038430,SI,SI,NO,NO,NO,SI,NO,NO,SI,-
201718,TPRA012504,0810112529,SI,NO,SI,SI,NO,SI,SI,SI,NO,-
201718,PEAA83103V,0680280119,NO,-,-,-,-,-,-,-,-,-
201718,VCAA81702T,0021560003,NO,-,-,-,-,-,-,-,-,-
201718,TPEE80601A,0810242351,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,VAMM83301N,0120140376,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,RCEE81501L,0800050313,NO,-,-,-,-,-,-,-,-,-
201718,SAPC05000V,0650780531,NO,-,-,-,-,-,-,-,-,-
201718,RGAA810025,0880063167,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,FIIC84300P,0480170329,SI,SI,NO,SI,NO,NO,NO,NO,NO,-
201718,BRIC82400A,0740151607,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,PIEE812032,0500380100,SI,SI,NO,NO,NO,SI,SI,SI,NO,-
201718,NAAA8BV016,0630491616,NO,-,-,-,-,-,-,-,-,-
201718,SAMM8AM03C,0650620002,NO,-,-,-,-,-,-,-,-,-
201718,FIRI02351P,0480040021,NO,-,-,-,-,-,-,-,-,-
201718,BAPS029012,0720270795,SI,NO,SI,SI,NO,SI,SI,SI,NO,-
201718,FRAA848024,0600850251,NO,-,-,-,-,-,-,-,-,-
201718,AQAA81701L,0660750094,SI,SI,SI,NO,NO,NO,NO,NO,NO,-
201718,VIMM81101E,0241181072,SI,SI,SI,NO,SI,SI,SI,NO,SI,-
201718,MEPC002017,0830493259,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,PZTD009014,0760950853,SI,NO,SI,SI,NO,SI,SI,SI,SI,-
201718,NAMM847017,0630240018,NO,-,-,-,-,-,-,-,-,-
201718,TREE00101D,0550320001,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,BNAA86003L,0620080208,NO,-,-,-,-,-,-,-,-,-
201718,PVIC81100G,0181220606,NO,-,-,-,-,-,-,-,-,-
201718,CTPC00102N,0870212501,NO,-,-,-,-,-,-,-,-,-
201718,SVIC812001,0090040090,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,BAEE17202P,1100091640,NO,-,-,-,-,-,-,-,-,-
201718,CSRH070505,0780910991,NO,-,-,-,-,-,-,-,-,-
201718,CSAA85306R,0781560002,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,ALEE833021,0060390008,SI,SI,SI,NO,SI,SI,SI,SI,SI,-
201718,CHEE80903A,0690590292,SI,SI,SI,NO,NO,NO,SI,NO,NO,-
201718,PAMM85101Q,0820534676,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,PDEE82805Q,0280630844,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,TVEE826034,0260641280,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,TEIC833006,0670411010,NO,-,-,-,-,-,-,-,-,-
201718,MIAA880026,0151890151,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,BOEE862025,0370610026,NO,-,-,-,-,-,-,-,-,-
201718,TRTF01251V,0550320229,NO,-,-,-,-,-,-,-,-,-
201718,TAIC845002,0730270354,SI,SI,SI,NO,NO,NO,SI,NO,NO,-
201718,CTTF010501,0870152841,SI,SI,NO,NO,NO,NO,SI,SI,SI,-
201718,CNMM86001G,0040780043,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,PGAA859028,0540390257,SI,SI,NO,NO,SI,SI,NO,NO,NO,-
201718,BAAA17705Q,0720460623,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,TEPS010003,0670410304,SI,SI,SI,SI,SI,SI,SI,NO,NO,-
201718,PTPS01000P,0470140812,SI,SI,SI,SI,NO,SI,SI,SI,SI,maniglioni
201718,MCEE80303E,0430080186,SI,NO,NO,NO,NO,NO,SI,SI,NO,ingr. a raso dall`estrerno
201718,BOEE80905B,0370120208,SI,NO,SI,NO,SI,SI,SI,SI,SI,-
201718,MNEE813036,0200450086,SI,SI,SI,NO,SI,SI,SI,SI,SI,-
201718,KRAA817017,1010160782,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,VAMM808011,0120900384,SI,SI,NO,SI,SI,SI,SI,SI,SI,-
201718,BSEE88504E,0170290351,SI,SI,NO,NO,NO,NO,NO,SI,SI,-
201718,BIMM808026,0960350001,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,CAAA81702X,1110090095,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,RMAA8DZ05T,0580010641,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,SSIS019006,0900031336,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,CHPM02000G,0690220406,SI,SI,SI,SI,NO,SI,NO,NO,NO,-
201718,AVEE87703B,0640601254,NO,-,-,-,-,-,-,-,-,-
201718,NAMM826016,0630491414,SI,NO,SI,NO,NO,NO,NO,NO,NO,-
201718,PZEE852012,0760390034,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,SSAA02507D,0900470001,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,TOEE86701X,0011200028,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,NAMM8EN016,0630230025,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,MEEE84701B,0830423500,SI,SI,SI,NO,NO,SI,SI,NO,SI,Accesso esterno al cortile interno pendenza >8%
201718,UDEE819039,0300390002,SI,SI,SI,NO,NO,NO,SI,NO,NO,-
201718,CLIC822005,0850044951,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,FRMM81202D,0600410486,SI,NO,SI,SI,NO,NO,SI,SI,SI,-
201718,RMRI11750A,0580911512,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,PAAA83003L,0820551789,SI,NO,NO,NO,SI,SI,NO,NO,NO,-
201718,GEEE867016,0100150238,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,MIEE8AL021,1080122068,SI,SI,NO,NO,NO,NO,SI,SI,SI,-
201718,CNEE828051,0041740001,NO,-,-,-,-,-,-,-,-,-
201718,NUAA835044,0910010003,SI,SI,NO,NO,NO,SI,NO,SI,SI,-
201718,TAMM82501T,0730070047,NO,-,-,-,-,-,-,-,-,-
201718,TAEE861034,0730130083,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,TPMM829023,0810104145,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,CEIC897009,0610461597,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,BSEE816011,0170290483,SI,SI,NO,SI,NO,SI,SI,SI,SI,-
201718,MIMM8ES015,0150740755,NO,-,-,-,-,-,-,-,-,-
201718,BGRA03101L,0160240009,SI,NO,NO,SI,NO,SI,SI,SI,NO,-
201718,FOMM80901D,0400090310,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,VIEE82502E,0240531626,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,APEE841058,1090060154,SI,SI,SI,SI,SI,SI,SI,NO,SI,-
201718,UDMM84504T,0300920002,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,FIAA810029,0480080004,SI,NO,NO,NO,NO,SI,NO,NO,NO,-
201718,VITF05000Q,0240124052,SI,SI,SI,NO,SI,SI,SI,SI,SI,-
201718,LCPS020004,0970480001,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
201718,FOAA81602D,0400450118,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,VIEE85202V,0240761636,SI,NO,NO,NO,NO,NO,SI,SI,NO,-
201718,RMEE87801V,0581221022,SI,NO,SI,NO,NO,SI,NO,SI,NO,-
201718,TOEE8AS03T,0011440002,SI,SI,-,-,-,SI,SI,SI,SI,-
201718,ANEE83703X,0420370659,NO,-,-,-,-,-,-,-,-,-
201718,BAIS00700P,1100041670,NO,-,-,-,-,-,-,-,-,-
201718,SRMM831016,0890014187,NO,-,-,-,-,-,-,-,-,-
201718,RNPS05000C,0990140795,SI,NO,NO,NO,NO,SI,SI,NO,NO,-
201718,LIAA00704N,0490091053,NO,-,-,-,-,-,-,-,-,-
201718,ENTD00801N,0860161949,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,TOEE86304Q,0011620001,NO,-,-,-,-,-,-,-,-,-
201718,PZEE86301C,0760890313,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,CTRH03000C,0870152821,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,FGAA81602G,0710370028,NO,-,-,-,-,-,-,-,-,-
201718,GEPS07000D,0100250354,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,MIEE810014,0151791687,SI,NO,NO,NO,NO,SI,SI,SI,SI,-
201718,ENIC809003,0860022938,SI,SI,SI,NO,NO,NO,SI,NO,NO,-
201718,MEMM857044,0830633710,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,VEEE85002X,0270082383,SI,NO,SI,NO,NO,SI,SI,SI,SI,-
201718,TATA02701C,0730150323,SI,SI,SI,NO,NO,NO,NO,NO,NO,-
201718,SRAA86202P,0890174861,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,RMMM8B901L,0580321063,NO,-,-,-,-,-,-,-,-,-
201718,CTMM8AH01G,0870151468,SI,NO,NO,NO,NO,SI,NO,NO,NO,-
201718,TRIC81800Q,0550320095,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,RMAA20504T,0580050141,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,CEEE86604V,0610660001,NO,-,-,-,-,-,-,-,-,-
201718,CZEE822022,0790390551,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,PAAA8A8021,0820544617,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,RGEE816018,0880032234,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,CNTD04000P,0040780015,SI,NO,SI,SI,NO,SI,SI,SI,SI,-
201718,PDPM002011,0280654215,SI,SI,SI,SI,NO,SI,SI,SI,NO,-
201718,TORH02901B,0012720246,SI,NO,SI,NO,SI,SI,SI,SI,SI,-
201718,SAEE8A301G,0650370913,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,RMEE220034,0581181003,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,TPAA82602B,0810212118,NO,-,-,-,-,-,-,-,-,-
201718,SAAA895086,0650991223,SI,SI,SI,SI,SI,SI,NO,SI,SI,-
201718,VAIC80900Q,0120890382,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,BLMM810035,0250320922,NO,-,-,-,-,-,-,-,-,-
201718,SAEE8BB02B,0651351771,SI,SI,NO,SI,NO,NO,SI,NO,NO,l`ascensore ¿ non funzionante
201718,BNRH023013,0620190010,SI,SI,SI,NO,NO,NO,SI,NO,NO,-
201718,BSEE8AJ01T,0170780541,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,RMIC8FM00V,0580911045,SI,SI,NO,SI,NO,NO,NO,NO,NO,-
201718,BGMM84301Q,0160860536,SI,SI,SI,NO,NO,SI,NO,NO,NO,-
201718,AQEE829047,0661010259,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,SAAA07505V,0650671086,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
201718,FOAA820025,0400120008,SI,SI,NO,NO,NO,NO,SI,NO,SI,-
201718,SAMM84601T,0650340881,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,KREE81702D,1010260783,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,RCRH01601P,0800291050,NO,-,-,-,-,-,-,-,-,-
201718,NAEE8D7029,0630600030,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,AREE84104C,0510170006,SI,SI,NO,SI,NO,SI,NO,SI,SI,-
201718,IMAA81701B,0080550038,SI,NO,SI,NO,SI,NO,SI,NO,NO,-
201718,PGMM868016,0540390488,SI,SI,NO,NO,SI,SI,NO,NO,NO,-
201718,VEEE842032,0270423566,NO,-,-,-,-,-,-,-,-,-
201718,PAEE86401V,0820494770,NO,-,-,-,-,-,-,-,-,-
201718,ORAA810014,0950250032,SI,SI,NO,NO,SI,SI,NO,SI,SI,-
201718,MIAA8BH014,0150600252,SI,SI,NO,NO,NO,NO,SI,NO,NO,-
201718,TREE824015,0550302707,NO,-,-,-,-,-,-,-,-,-
201718,PNEE828023,0930250010,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,ENAA80603E,0860072919,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,VTEE81001P,0560450037,NO,-,-,-,-,-,-,-,-,-
201718,TAEE083032,0730240117,NO,-,-,-,-,-,-,-,-,-
201718,TPEE81802N,0810044324,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,CEPM010008,0610220117,NO,-,-,-,-,-,-,-,-,-
201718,REAA839048,0350160027,SI,NO,SI,NO,SI,SI,NO,NO,NO,-
201718,VBAA804036,1030290003,SI,SI,SI,NO,NO,SI,NO,NO,NO,"vano ascensore predisposto, da installare"
201718,RCMM868014,0800630594,NO,-,-,-,-,-,-,-,-,-
201718,PEPS01000C,0680280500,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,RCAA806158,0800630256,NO,-,-,-,-,-,-,-,-,-
201718,PSEE817042,0410440123,SI,SI,NO,NO,NO,NO,NO,SI,SI,-
201718,MCMM80302C,0430040201,SI,NO,NO,NO,NO,NO,SI,SI,SI,-
201718,POIC81400P,1000050039,SI,SI,NO,SI,NO,SI,SI,SI,NO,-
201718,REMM814011,0350330210,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,LEEE824037,0750190055,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,UDMM00800Q,0301290074,SI,NO,SI,NO,SI,NO,SI,SI,NO,-
201718,ISAA83302G,0940250051,NO,-,-,-,-,-,-,-,-,-
201718,RMAA8B901C,0580321505,NO,-,-,-,-,-,-,-,-,-
201718,VRAA86802G,0230963898,SI,NO,SI,NO,NO,NO,SI,NO,NO,-
201718,SAEE07807N,0650731806,NO,-,-,-,-,-,-,-,-,-
201718,FETD004017,0380050212,NO,-,-,-,-,-,-,-,-,-
201718,NAAA8D902Q,0630440004,NO,-,-,-,-,-,-,-,-,-
201718,LEIC8AD00C,0750110273,SI,SI,SI,SI,NO,NO,SI,NO,NO,-
201718,CSEE81206Q,0780450901,NO,-,-,-,-,-,-,-,-,-
201718,BOIS00100P,0370620397,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,RMTD030005,0580911566,NO,-,-,-,-,-,-,-,-,-
201718,TOAA877019,0012720016,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,ARAA818024,0510180020,NO,-,-,-,-,-,-,-,-,-
201718,CRMM80502X,0190860247,SI,SI,NO,SI,NO,SI,SI,SI,SI,-
201718,RMMM87801T,0581221252,NO,-,-,-,-,-,-,-,-,-
201718,CTTA03801Q,0870152982,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,CAMM83004L,1110611035,NO,-,-,-,-,-,-,-,-,-
201718,NUSD01601Q,0910370410,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,NOEE81602L,0030970001,SI,SI,SI,NO,SI,SI,SI,NO,SI,-
201718,VTAA82402C,0560410077,NO,-,-,-,-,-,-,-,-,-
201718,PREE82201V,0340070100,SI,SI,NO,SI,NO,SI,NO,SI,SI,-
201718,TOAA8BB037,0012650021,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,PIEE839032,0500080107,SI,SI,SI,SI,NO,SI,SI,NO,NO,Maniglioni
201718,SSIC812007,0900780124,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,RMAA8DL01P,0581201110,SI,SI,NO,NO,NO,SI,NO,SI,SI,-
201718,POEE82202R,1000030008,SI,SI,NO,NO,NO,SI,NO,SI,SI,-
201718,CZIC850003,0791600926,SI,SI,SI,SI,NO,SI,NO,NO,NO,-
201718,BSTD00101G,0171431329,NO,-,-,-,-,-,-,-,-,-
201718,PDEE88703D,0280603687,SI,SI,SI,NO,SI,SI,SI,SI,SI,-
201718,BLEE833051,0250212061,SI,NO,NO,NO,NO,SI,SI,SI,NO,-
201718,PIMM829029,0500140500,SI,NO,NO,NO,NO,NO,SI,NO,NO,porte solo per dimensione
201718,CHMM809028,0690910376,NO,-,-,-,-,-,-,-,-,-
201718,FOMM821014,0400120834,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,LEMM861013,0750160469,SI,SI,NO,SI,NO,SI,SI,SI,SI,-
201718,SAIC89600T,0651140003,SI,NO,NO,SI,NO,NO,NO,NO,NO,-
201718,RNEE80405B,0990020163,NO,-,-,-,-,-,-,-,-,-
201718,PDEE891013,0280603681,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,BOMM838016,0370440950,NO,-,-,-,-,-,-,-,-,-
201718,APEE82904L,0440070246,SI,NO,NO,NO,NO,SI,SI,SI,NO,-
201718,CNMM80602X,0041890004,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,BRMM820014,0740050238,SI,SI,SI,NO,NO,NO,SI,NO,NO,-
